,Link,Num of Applicants,Opening Date,Closing Date,Company Name,Writeup,Location,Job Title,Employment Type,Seniority,Job Category,Salary,Salary Frequency,Responsibilities,Requirements
20,,['3 applications'],['Posted 04 May 2019'],['Closing on 03 Jun 2019'],['COWAY ENGINEERING & MARKETING PTE LTD'],"['   Coway Engineering provides precision machining & engineering support services to Aerospace, Oil & Gas, and Defence industries.', '   Coway Engineering provides precision machining & engineering support services to Aerospace, Oil & Gas, and Defence industries.']","['JTC AVIATN 2@SELETAR AEROSP PK, 690 WEST CAMP ROAD 797523']",['Production Coordinator'],['Permanent'],['Non-executive'],['Manufacturing'],[],['Monthly'],"['  ', '  ', '  ', '  ', '  ']","['  ', '  ']"
21,,['5 applications'],['Posted 04 May 2019'],['Closing on 19 May 2019'],['AT&T WORLDWIDE TELECOMMUNICATIONS SERVICES SINGAPORE PTE LTD'],"['At AT&T, we’re bringing it all together. We deliver advanced mobile services, next-generation TV, high-speed internet and smart solutions for people and businesses. That’s why we’re investing to be a global leader in the Technology, Media and Telecommunications industry.', ""Singapore is AT&T's regional headquarters for South East Asia. AT&T is committed to providing local, regional and international companies in Singapore with high quality networking solutions. Currently AT&T Singapore has sales and pre-sales, marketing, human resources, finance, worldwide customer services, service delivery and services assurance; and offers a wide range of services which are implemented by experienced engineers."", 'AT&T has invested in an advanced Multi-Protocol Label Switching (MPLS) network with 3 nodes in Singapore. Other facilities in Singapore include an Internet Data Centre and a Global Customer Support Centre, providing customer support for customers around the world.', 'Clients can benefit from an industry-leading portfolio that includes Mobility, Network, Network Security, Cloud, Hosting, Voice, Unified Communications and Application services.', 'At AT&T, we’re bringing it all together. We deliver advanced mobile services, next-generation TV, high-speed internet and smart solutions for people and businesses. That’s why we’re investing to be a global leader in the Technology, Media and Telecommunications industry.', ""Singapore is AT&T's regional headquarters for South East Asia. AT&T is committed to providing local, regional and international companies in Singapore with high quality networking solutions. Currently AT&T Singapore has sales and pre-sales, marketing, human resources, finance, worldwide customer services, service delivery and services assurance; and offers a wide range of services which are implemented by experienced engineers."", 'AT&T has invested in an advanced Multi-Protocol Label Switching (MPLS) network with 3 nodes in Singapore. Other facilities in Singapore include an Internet Data Centre and a Global Customer Support Centre, providing customer support for customers around the world.', 'Clients can benefit from an industry-leading portfolio that includes Mobility, Network, Network Security, Cloud, Hosting, Voice, Unified Communications and Application services.']",[],"['Sr.Tech Specialist, Network Operations']","['Permanent, Full Time']",['Senior Executive'],"['Information Technology, Telecommunications']",[],['Monthly'],"['  ', '  ', '  ', '  ']","['  ', '  ', '  ', '  ', '  ', '  ', '  ']"
22,,['4 applications'],['Posted 04 May 2019'],['Closing on 03 Jun 2019'],['INTERNATIONAL FLAVORS & FRAGRANCES (GREATER ASIA) PTE. LTD.'],"['INTERNATIONAL FLAVORS & FRAGRANCES (GREATER ASIA) PTE. LTD.', 'INTERNATIONAL FLAVORS & FRAGRANCES (GREATER ASIA) PTE. LTD.']",['4 CHIN BEE DRIVE 619855'],"['Process Technician, Encapsulation']",['Permanent'],['Junior Executive'],['Manufacturing'],[],['Monthly'],"['  ', '  ', '  ', '  ', '  ', '  ', '  ', '  ', '  ']",['  ']
23,,['12 applications'],['Posted 04 May 2019'],['Closing on 03 Jun 2019'],['LAZADA SOUTH EAST ASIA PTE. LTD.'],"['Lazada Group is pioneering e-Commerce across Southeast Asia.', 'Launched in 2012, Lazada Group has grown to become the leading online shopping and selling destination in Southeast Asia. The company has about 5,500 employees in the region, with operations in Indonesia, Malaysia, the Philippines, Singapore, Thailand and Vietnam, and a team in Hong Kong that drives cross-border marketplace activities. Lazada also operates technology hubs in Ho Chi Minh City and in Moscow.', '  Lazada’s strong performance has earned the support of key investors such as Alibaba Group, Temasek Holdings and Rocket Internet.', '  We are searching for dynamic, entrepreneurial, broad-minded individuals to join us. Be part of the team that is steering the exciting eCommerce revolution in Southeast Asia!', 'Follow', '\xa0for more details!', 'Lazada Group is pioneering e-Commerce across Southeast Asia.', 'Launched in 2012, Lazada Group has grown to become the leading online shopping and selling destination in Southeast Asia. The company has about 5,500 employees in the region, with operations in Indonesia, Malaysia, the Philippines, Singapore, Thailand and Vietnam, and a team in Hong Kong that drives cross-border marketplace activities. Lazada also operates technology hubs in Ho Chi Minh City and in Moscow.', '  Lazada’s strong performance has earned the support of key investors such as Alibaba Group, Temasek Holdings and Rocket Internet.', '  We are searching for dynamic, entrepreneurial, broad-minded individuals to join us. Be part of the team that is steering the exciting eCommerce revolution in Southeast Asia!', 'Follow', '\xa0for more details!']","['AXA TOWER, 8 SHENTON WAY 068811']",['Regional Product Manager- Marketing & Ads'],['Full Time'],['Manager'],['Marketing / Public Relations '],[],[],['  '],[]
24,,['3 applications'],['Posted 04 May 2019'],['Closing on 03 Jun 2019'],['GOLDTECH RESOURCES PTE LTD'],"['Established in 1992,\xa0', '\xa0is a fast expanding business and management consultancy providing the staffing bridge between job seekers and employers to achieve successful job placement to cater client’s business solution requirements. We represent clients from a wide sector of industries both local and multi-national corporation. Our successful recruitment experiences and track records distinguished ourselves from our competitors. Our dedicated consultants offer excellent, comprehensive, fast and efficient service to our valued clients.', 'Licence No: 90C4037', 'Established in 1992,\xa0', '\xa0is a fast expanding business and management consultancy providing the staffing bridge between job seekers and employers to achieve successful job placement to cater client’s business solution requirements. We represent clients from a wide sector of industries both local and multi-national corporation. Our successful recruitment experiences and track records distinguished ourselves from our competitors. Our dedicated consultants offer excellent, comprehensive, fast and efficient service to our valued clients.', 'Licence No: 90C4037']",[],['Information Technology Engineer'],"['Permanent, Contract']","['Executive, Senior Executive']","['Engineering, Information Technology']",[],['Monthly'],['  '],[]
25,,['7 applications'],['Posted 04 May 2019'],['Closing on 03 Jun 2019'],['CKR CONTRACT SERVICES PTE. LTD.'],"['CKR was formed in 2001 by Mr Arasu, a young, energetic and dynamic entrepreneur with a humble beginning. From a humble rented office in Moonstone Lane to a wholly own building at 56 Sungei Kadut Drive, CKR has transformed itself from just a painting subcontractor with a work force of about 10 workers to a multi discipline main contractor with a work force\xa0consisting\xa0of more than 600 workers.', 'In line with the founder’s vision, CKR has over the last few years set out new business targets and is now a full fledge main building contractor even as its specialist painting works gained much recognition as one of the leading subcontractor whose services others used as a bench mark.', '\xa0', '\xa0', 'CKR was formed in 2001 by Mr Arasu, a young, energetic and dynamic entrepreneur with a humble beginning. From a humble rented office in Moonstone Lane to a wholly own building at 56 Sungei Kadut Drive, CKR has transformed itself from just a painting subcontractor with a work force of about 10 workers to a multi discipline main contractor with a work force\xa0consisting\xa0of more than 600 workers.', 'In line with the founder’s vision, CKR has over the last few years set out new business targets and is now a full fledge main building contractor even as its specialist painting works gained much recognition as one of the leading subcontractor whose services others used as a bench mark.', '\xa0', '\xa0']","['CKR BUILDING, 56 SUNGEI KADUT DRIVE 729573']",['SENIOR QUANTITY SURVEYOR'],['Full Time'],['Executive'],['Building and Construction'],[],[],['  '],"['  ', '  ', '  ']"
26,,['17 applications'],['Posted 04 May 2019'],['Closing on 03 Jun 2019'],['Company Undisclosed'],[],[],['Manager'],['Full Time'],['Manager'],['Admin / Secretarial'],[],['Monthly'],"[""The Manager/Senior Manager uses data analytics and determines new strategies to make production processes more efficient to meet organisation's goals. He/She establishes, implements and manages projects to meet operational objectives. He/She manages his/her team resources and balances between production requirement and manpower resources to ensure organisation's sustainability. He/She integrates quality principles and methodology to enhance engineering performance within the organisation."", 'In addition the Manager/Senior Manager evaluates the organisation’s approach towards a lean enterprise and uses data analytics for business insights identification. He/She drives innovation practices in the organisation and review manufacturing processes to reduce working capital and optimize inventory levels.', 'As a people manager, the Manager oversees manpower, financial, training and resource planning deployment within the organisation. He displays a high level of organisational awareness and leadership skills by working in a consultative manner with other departments/sections within the organisation.']","[' ~ Analyse data for business insights identification.', ' ~ Analyse production efficiencies.', ' ~ Conduct interviews and make hiring decisions.', ' ~ Determine priorities dynamically and set planning assumptions for work in progress levels by product, cycle time and yield.', ' ~ Develop On-the-job training programme.', ' ~ Develop workplace learning plan.', ' ~ Evaluate organisations approach towards a lean enterprise.', ' ~ Evaluate the sustainability of manufacturing process by preparing rough cut capacity plans.', ' ~ Evaluate workplace safety and health management system for compliance and improvement.', ' ~ Improve operation planning through use of big data and advanced analytics modelling.', ' ~ Integrate quality principles and methodology to enhance engineering performance.', ' ~ Lead change management in the organisation.', ' ~ Manage balance between production requirement and manpower resources.', ' ~ Manage innovation practises in organisation.', ' ~ Manage manufacturing key metrics including loading, performance to commitments, on time delivery and bottlenecks.', ' ~ Manage material requirements planning taking into account the sales forecast, production plan and production capacity.', ' ~ Resolve workplace grievances and disputes.', ' ~ Review manufacturing processes to reduce working capital and optimise inventory levels.']"
27,,['2 applications'],['Posted 04 May 2019'],['Closing on 03 Jun 2019'],['Company Undisclosed'],[],['46 KIM KEAT ROAD 328818'],['Contract Reliability Engineer'],"['Contract, Full Time']",['Executive'],['Engineering'],[],['Monthly'],[],[]
28,,['2 applications'],['Posted 03 May 2019'],['Closing on 02 Jun 2019'],['DBS BANK LTD.'],"['DBS is a leading financial services group in Asia, with over 280 branches across 18 markets. Headquartered and listed in Singapore, DBS has a growing presence in the three key Asian axes of growth: Greater China, Southeast Asia and South Asia. The bank\'s capital position, as well as ""AA-"" and ""Aa1"" credit ratings, is among the highest in Asia-Pacific. DBS has been recognised for its leadership in the region, having been named “Asia’s Best Bank” by The Banker, a member of the Financial Times group, and “Best Bank in Asia-Pacific” by Global Finance. The bank has also been named “Safest Bank in Asia” by Global Finance for seven consecutive years from 2009 to 2015.', '  \xa0', 'DBS is a leading financial services group in Asia, with over 280 branches across 18 markets. Headquartered and listed in Singapore, DBS has a growing presence in the three key Asian axes of growth: Greater China, Southeast Asia and South Asia. The bank\'s capital position, as well as ""AA-"" and ""Aa1"" credit ratings, is among the highest in Asia-Pacific. DBS has been recognised for its leadership in the region, having been named “Asia’s Best Bank” by The Banker, a member of the Financial Times group, and “Best Bank in Asia-Pacific” by Global Finance. The bank has also been named “Safest Bank in Asia” by Global Finance for seven consecutive years from 2009 to 2015.', '  \xa0']","['MARINA BAY FINANCIAL CENTRE, 12 MARINA BOULEVARD 018982']","['Senior Associate, Junior Data Scientist, DBS Transformation Group, T&O (WD03390)']",['Full Time'],['Executive'],['Information Technology'],[],['Monthly'],"['  ', '  ', '  ', '  ', '  ', '  ', '  ', '  ', '  ', '  ', '  ']",[]
29,,['5 applications'],['Posted 03 May 2019'],['Closing on 02 Jun 2019'],['DBS BANK LTD.'],"['DBS is a leading financial services group in Asia, with over 280 branches across 18 markets. Headquartered and listed in Singapore, DBS has a growing presence in the three key Asian axes of growth: Greater China, Southeast Asia and South Asia. The bank\'s capital position, as well as ""AA-"" and ""Aa1"" credit ratings, is among the highest in Asia-Pacific. DBS has been recognised for its leadership in the region, having been named “Asia’s Best Bank” by The Banker, a member of the Financial Times group, and “Best Bank in Asia-Pacific” by Global Finance. The bank has also been named “Safest Bank in Asia” by Global Finance for seven consecutive years from 2009 to 2015.', '  \xa0', 'DBS is a leading financial services group in Asia, with over 280 branches across 18 markets. Headquartered and listed in Singapore, DBS has a growing presence in the three key Asian axes of growth: Greater China, Southeast Asia and South Asia. The bank\'s capital position, as well as ""AA-"" and ""Aa1"" credit ratings, is among the highest in Asia-Pacific. DBS has been recognised for its leadership in the region, having been named “Asia’s Best Bank” by The Banker, a member of the Financial Times group, and “Best Bank in Asia-Pacific” by Global Finance. The bank has also been named “Safest Bank in Asia” by Global Finance for seven consecutive years from 2009 to 2015.', '  \xa0']","['MARINA BAY FINANCIAL CENTRE, 12 MARINA BOULEVARD 018982']","['Associate, Junior Data Scientist, DBS Transformation Group, T&O (WD03390)']",['Full Time'],['Executive'],['Information Technology'],[],['Monthly'],"['  ', '  ', '  ', '  ', '  ', '  ', '  ', '  ', '  ', '  ', '  ']",[]
